is_practice,cost,payoff_matrix,weights,trial_num,trial_nudge,nudge_index,nudge_type,og_baskets,shown_baskets,participant_id,first_selected_option,selected_option,gross_earnings,net_earnings,chose_nudge,uncovered_values,nudge,cot,source,fs,Unnamed: 0,type,click_values,cost_matrix,weights_deviation,click_cost,experiment_type,num_features,reaction_time,random_data,points_click_cost,points_action_utility,points_metalevel_reward,finish_trys,trial_type,trial_index,time_elapsed,n_prizes,n_baskets,idiosyncracy,n_uncovered,value_first_option_selected,value_final_option_selected,optimal_option
False,2,"[[3, 4, 6, 5, 3, 4], [3, 3, 5, 5, 8, 8], [6, 8, 6, 5, 8, 4], [3, 4, 5, 5, 3, 10], [5, 5, 6, 5, 3, 5]]","[7, 3, 3, 9, 8]",9,pre-supersize,4,supersize,5,6,396,4,4,0.0399999995999999,0.0366666663,True,"[6, 7, 8, 9, 11]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,12.0,5,120,120,5
False,2,"[[5, 6, 7, 7, 5, 4], [6, 5, 5, 2, 7, 10]]","[10, 20]",10,pre-supersize,5,supersize,5,6,396,5,5,0.0799999991999999,0.0766666659,True,"[6, 7, 8, 9, 10]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,10.0,5,240,240,5
False,2,"[[4, 5, 4, 6, 7], [7, 4, 1, 1, 6], [4, 5, 5, 6, 3], [3, 5, 5, 7, 7], [4, 6, 8, 5, 5]]","[1, 10, 4, 10, 5]",11,control,-1,supersize,5,5,396,0,0,0.0466666662,0.0433333329,False,"[5, 6, 7, 8, 9]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,5,16.0,5,140,140,4
False,2,"[[6, 4, 7, 6, 4, 4], [5, 4, 4, 4, 6, 3], [7, 7, 3, 5, 1, 7], [5, 3, 5, 4, 4, 2], [3, 3, 6, 4, 4, 6]]","[1, 3, 6, 11, 9]",12,pre-supersize,4,supersize,5,6,396,4,4,0.0359999996399999,0.03266666634,True,"[6, 7, 8, 9, 11]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,16.0,5,108,108,2
False,2,"[[5, 6, 3, 7, 4, 6], [4, 5, 2, 5, 5, 6]]","[13, 17]",13,post-supersize,5,supersize,5,6,396,0,0,0.04433333289,0.03966666627,False,"[0, 1, 2, 3, 4, 6, 7]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,4.0,7,133,133,5
False,2,"[[7, 4, 2, 10, 4, 4], [6, 5, 7, 6, 6, 7]]","[16, 14]",14,post-supersize,5,supersize,5,6,396,0,0,0.06533333268,0.06066666606,False,"[0, 1, 2, 3, 4, 6, 7]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,2.0,7,196,196,3
False,2,"[[3, 0, 3, 7, 6, 7], [1, 5, 4, 2, 3, 6]]","[17, 13]",15,pre-supersize,5,supersize,5,6,396,5,5,0.06566666601,0.0623333327099999,True,"[0, 1, 2, 3, 4]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,4.0,5,197,197,5
False,2,"[[0, 3, 8, 5, 5], [6, 4, 7, 4, 7], [5, 6, 5, 6, 6], [6, 3, 3, 6, 6], [5, 6, 5, 6, 7]]","[4, 3, 17, 5, 1]",16,control,-1,supersize,5,5,396,0,0,0.0459999995399999,0.04266666624,False,"[10, 11, 12, 13, 14]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,5,22.0,5,138,138,4
False,2,"[[5, 2, 5, 5, 5, 3], [7, 2, 3, 5, 3, 6], [6, 6, 7, 4, 7, 3], [3, 9, 6, 9, 6, 4], [4, 4, 2, 8, 4, 3]]","[14, 1, 2, 5, 8]",17,post-supersize,5,supersize,5,6,396,0,0,0.04533333288,0.04133333292,False,"[0, 1, 2, 3, 4, 6]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,20.0,6,136,136,3
False,2,"[[6, 5, 3, 7, 8, 4], [5, 0, 4, 4, 5, 7], [5, 7, 8, 6, 4, 5], [8, 7, 5, 7, 3, 4], [5, 5, 7, 5, 4, 2]]","[5, 3, 4, 7, 11]",18,pre-supersize,2,supersize,5,6,396,2,2,0.0569999994299999,0.05366666613,True,"[12, 13, 15, 16, 17]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,12.0,5,171,171,0
False,2,"[[5, 4, 5, 3, 7], [5, 8, 5, 6, 5], [3, 4, 5, 5, 6], [4, 7, 6, 4, 3], [8, 4, 5, 7, 5]]","[3, 4, 17, 4, 2]",19,control,-1,supersize,5,5,396,2,2,0.05133333282,0.0479999995199999,False,"[10, 11, 12, 13, 14]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,5,22.0,5,154,154,4
False,2,"[[6, 3, 6, 4, 8], [5, 6, 3, 4, 7]]","[13, 17]",20,control,-1,supersize,5,5,396,0,0,0.0543333327899999,0.05033333283,False,"[0, 1, 2, 3, 4, 5]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,5,4.0,6,163,163,4
False,2,"[[6, 5, 5, 4, 4], [1, 4, 4, 5, 2]]","[2, 28]",21,control,-1,supersize,5,5,396,1,1,0.04066666626,0.03733333296,False,"[5, 6, 7, 8, 9]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,5,26.0,5,122,122,3
False,2,"[[2, 4, 4, 7, 3, 7], [7, 6, 4, 1, 5, 6], [4, 5, 4, 4, 9, 4], [5, 4, 5, 6, 6, 2], [4, 2, 7, 4, 4, 4]]","[7, 3, 8, 9, 3]",22,post-supersize,5,supersize,5,6,396,3,3,0.0499999994999999,0.0459999995399999,False,"[0, 1, 2, 3, 4, 9]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,12.0,6,150,150,4
False,2,"[[4, 4, 7, 2, 5, 4], [3, 3, 5, 5, 8, 6], [6, 2, 6, 8, 5, 8], [6, 4, 3, 8, 3, 7], [3, 8, 7, 4, 6, 5]]","[2, 6, 15, 5, 2]",23,post-supersize,5,supersize,5,6,396,0,0,0.05066666616,0.04533333288,False,"[12, 13, 14, 15, 16, 6, 7, 8]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,18.0,8,152,152,5
False,2,"[[3, 5, 5, 5, 5, 7], [7, 6, 8, 5, 5, 3]]","[6, 24]",24,post-supersize,5,supersize,5,6,396,2,2,0.0739999992599999,0.066666666,False,"[6, 7, 8, 9, 10, 0, 1, 2, 3, 4, 11]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,18.0,11,222,222,2
False,2,"[[5, 5, 3, 3, 2, 7], [8, 4, 5, 2, 8, 2], [8, 6, 2, 2, 7, 5], [3, 3, 6, 6, 4, 1], [3, 2, 6, 4, 7, 3]]","[7, 4, 11, 7, 1]",25,post-supersize,5,supersize,5,6,396,0,0,0.05966666607,0.0549999994499999,False,"[12, 13, 14, 15, 16, 6, 5]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,14.0,7,179,179,0
False,2,"[[5, 5, 4, 7, 2, 5], [5, 5, 5, 8, 6, 6]]","[8, 22]",26,post-supersize,5,supersize,5,6,396,0,0,0.0499999994999999,0.0459999995399999,False,"[6, 7, 8, 9, 10, 0]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,14.0,6,150,150,3
False,2,"[[7, 5, 3, 4, 5], [6, 5, 4, 3, 8], [7, 5, 4, 4, 7], [3, 4, 6, 5, 4], [6, 3, 7, 6, 7]]","[3, 14, 3, 7, 3]",27,control,-1,supersize,5,5,396,0,0,0.0549999994499999,0.05166666615,False,"[5, 6, 7, 8, 9]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,5,18.0,5,165,165,4
False,2,"[[3, 6, 7, 7, 4], [4, 5, 6, 3, 4]]","[18, 12]",28,control,-1,supersize,5,5,396,2,2,0.0659999993399999,0.06199999938,False,"[0, 1, 2, 3, 4, 5]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,5,6.0,6,198,198,2
False,2,"[[4, 4, 3, 5, 4], [6, 5, 3, 1, 1]]","[23, 7]",29,control,-1,supersize,5,5,396,0,0,0.04466666622,0.04066666626,False,"[0, 1, 2, 3, 4, 5]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,5,16.0,6,134,134,0
False,2,"[[3, 5, 5, 4, 4, 5], [7, 5, 6, 3, 4, 4]]","[15, 15]",30,post-supersize,5,supersize,5,6,396,0,0,0.0499999994999999,0.04533333288,False,"[0, 1, 2, 3, 4, 6, 7]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,0.0,7,150,150,2
False,2,"[[4, 3, 6, 7, 2, 3], [6, 4, 6, 6, 4, 6]]","[4, 26]",31,pre-supersize,0,supersize,5,6,396,0,0,0.0573333327599999,0.0539999994599999,True,"[7, 8, 9, 10, 11]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,22.0,5,172,172,3
False,2,"[[4, 4, 5, 6, 5, 8], [4, 6, 6, 3, 4, 4], [7, 7, 6, 0, 5, 4], [6, 4, 6, 2, 6, 4], [3, 4, 2, 7, 6, 4]]","[8, 9, 3, 9, 1]",32,pre-supersize,1,supersize,5,6,396,1,1,0.0489999995099999,0.04633333287,True,"[12, 15, 16, 17]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,16.0,4,147,147,2
True,2,"[[5, 4, 6, 6, 6], [7, 5, 6, 5, 5], [0, 7, 7, 5, 7], [8, 8, 5, 4, 5], [5, 7, 8, 9, 4]]","[1, 4, 18, 5, 2]",1,control,-1,supersize,5,5,112,1,1,0.0679999993199999,0.06466666602,False,"[10, 11, 12, 13, 14]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,5,24.0,5,204,204,1
True,2,"[[7, 4, 5, 4, 4], [6, 9, 5, 4, 3]]","[3, 27]",2,control,-1,supersize,5,5,112,0,0,0.06099999939,0.0569999994299999,False,"[5, 6, 7, 8, 9, 0]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,5,24.0,6,183,183,1
False,2,"[[2, 7, 6, 6, 5], [7, 7, 4, 6, 6]]","[8, 22]",3,control,-1,supersize,5,5,112,0,0,0.0566666661,0.05266666614,False,"[0, 1, 2, 3, 4, 5]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,5,14.0,6,170,170,1
False,2,"[[5, 6, 8, 6, 5], [2, 5, 6, 5, 6]]","[15, 15]",4,control,-1,supersize,5,5,112,2,2,0.0699999992999999,0.0659999993399999,False,"[0, 1, 2, 3, 4, 5]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,5,0.0,6,210,210,2
False,2,"[[1, 6, 8, 5, 5], [6, 4, 4, 5, 5], [7, 4, 4, 7, 6], [4, 7, 5, 5, 5], [4, 7, 7, 8, 5]]","[12, 5, 3, 3, 7]",5,control,-1,supersize,5,5,112,2,2,0.06399999936,0.0599999994,False,"[0, 1, 2, 3, 4, 5]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,5,14.0,6,192,192,2
False,2,"[[6, 7, 7, 7, 4, 6], [6, 5, 4, 4, 3, 5], [5, 6, 10, 4, 2, 4], [5, 4, 6, 9, 3, 4], [5, 4, 6, 5, 4, 5]]","[6, 10, 1, 3, 10]",6,post-supersize,5,supersize,5,6,112,0,0,0.0553333327799999,0.05066666616,False,"[6, 7, 8, 9, 10, 0, 11]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,16.0,7,166,166,2
False,2,"[[4, 6, 4, 6, 7, 7], [5, 7, 4, 6, 5, 7]]","[26, 4]",7,post-supersize,5,supersize,5,6,112,0,0,0.04133333292,0.0366666663,False,"[0, 1, 2, 3, 4, 6, 7]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,22.0,7,124,124,5
False,2,"[[2, 5, 4, 3, 4, 5], [5, 5, 6, 4, 0, 4]]","[5, 25]",8,post-supersize,5,supersize,5,6,112,2,2,0.0566666661,0.0519999994799999,False,"[6, 7, 8, 9, 10, 0, 5]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,20.0,7,170,170,2
False,2,"[[7, 5, 5, 6, 5, 6], [7, 4, 6, 6, 8, 6]]","[8, 22]",9,post-supersize,5,supersize,5,6,112,0,0,0.0699999992999999,0.06466666602,False,"[6, 7, 8, 9, 10, 0, 5, 11]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,14.0,8,210,210,4
False,2,"[[3, 6, 6, 7, 3, 5], [6, 2, 6, 4, 3, 6]]","[26, 4]",10,post-supersize,5,supersize,5,6,112,0,0,0.0339999996599999,0.02933333304,False,"[0, 1, 2, 3, 4, 6, 5]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,22.0,7,102,102,3
False,2,"[[5, 7, 2, 3, 7], [8, 5, 6, 7, 6], [9, 5, 8, 4, 6], [5, 4, 7, 6, 8], [6, 6, 5, 5, 5]]","[1, 10, 8, 8, 3]",11,control,-1,supersize,5,5,112,0,0,0.07166666595,0.06766666599,False,"[5, 6, 7, 8, 9, 0]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,5,16.0,6,215,215,0
False,2,"[[4, 4, 9, 6, 4, 3], [5, 2, 6, 5, 6, 5], [6, 3, 6, 4, 6, 4], [7, 4, 5, 4, 4, 7], [8, 3, 5, 3, 3, 2]]","[2, 8, 7, 7, 6]",12,post-supersize,5,supersize,5,6,112,2,2,0.05766666609,0.0509999994899999,False,"[6, 7, 8, 9, 10, 0, 1, 2, 15, 16]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,8.0,10,173,173,0
False,2,"[[4, 5, 4, 3, 5, 7], [3, 4, 2, 6, 6, 5], [6, 6, 5, 6, 5, 6], [5, 5, 3, 4, 7, 7], [7, 5, 4, 7, 5, 5]]","[4, 12, 4, 9, 1]",13,post-supersize,5,supersize,5,6,112,1,1,0.04733333286,0.0419999995799999,False,"[6, 7, 8, 9, 10, 0, 1, 11]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,18.0,8,142,142,4
False,2,"[[6, 4, 5, 5, 4, 4], [4, 3, 6, 6, 2, 5], [2, 6, 6, 9, 6, 6], [7, 7, 1, 5, 5, 6], [4, 7, 6, 7, 6, 7]]","[5, 3, 5, 15, 2]",14,pre-supersize,5,supersize,5,6,112,5,5,0.0563333327699999,0.0529999994699999,True,"[24, 25, 26, 27, 28]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,18.0,5,169,169,1
False,2,"[[4, 9, 7, 4, 5, 6], [1, 7, 4, 4, 3, 8]]","[20, 10]",15,pre-supersize,0,supersize,5,6,112,0,0,0.0299999997,0.0259999997399999,True,"[1, 2, 3, 4, 5, 6]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,10.0,6,90,90,1
False,2,"[[5, 6, 4, 4, 6], [4, 8, 2, 3, 3], [6, 7, 1, 5, 7], [4, 6, 3, 5, 2], [6, 5, 6, 5, 5]]","[4, 6, 5, 8, 7]",16,control,-1,supersize,5,5,112,0,0,0.04933333284,0.04533333288,False,"[0, 1, 2, 3, 4, 5]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,5,6.0,6,148,148,1
False,2,"[[4, 8, 5, 7, 4, 5], [7, 5, 8, 5, 5, 3], [7, 6, 2, 5, 7, 5], [4, 5, 5, 8, 3, 3], [7, 6, 6, 4, 6, 4]]","[7, 3, 5, 6, 9]",17,pre-supersize,1,supersize,5,6,112,1,1,0.06166666605,0.0583333327499999,True,"[0, 2, 3, 4, 5]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,8.0,5,185,185,1
False,2,"[[4, 6, 4, 8, 6], [5, 7, 4, 5, 5]]","[26, 4]",18,control,-1,supersize,5,5,112,0,0,0.04133333292,0.03733333296,False,"[0, 1, 2, 3, 4, 5]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,5,22.0,6,124,124,3
False,2,"[[3, 3, 5, 7, 6], [6, 4, 6, 6, 6]]","[17, 13]",19,control,-1,supersize,5,5,112,0,0,0.0429999995699999,0.0389999996099999,False,"[0, 1, 2, 3, 4, 5]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,5,4.0,6,129,129,3
False,2,"[[5, 3, 7, 3, 3, 9], [6, 5, 5, 6, 0, 4]]","[11, 19]",20,pre-supersize,1,supersize,5,6,112,1,1,0.04266666624,0.03866666628,True,"[6, 8, 9, 10, 11, 0]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,8.0,6,128,128,5
False,2,"[[1, 6, 3, 4, 6, 7], [7, 7, 7, 6, 6, 5], [8, 5, 7, 4, 5, 7], [3, 5, 4, 9, 6, 5], [6, 5, 3, 5, 3, 3]]","[3, 7, 2, 5, 13]",21,post-supersize,5,supersize,5,6,112,0,0,0.05366666613,0.04833333285,False,"[24, 25, 26, 27, 28, 0, 1, 29]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,16.0,8,161,161,3
False,2,"[[4, 4, 5, 7, 5], [7, 3, 4, 5, 7], [6, 5, 8, 6, 5], [6, 7, 2, 3, 8], [4, 4, 5, 6, 3]]","[3, 6, 11, 5, 5]",22,control,-1,supersize,5,5,112,2,2,0.0539999994599999,0.04733333286,False,"[10, 11, 12, 13, 14, 0, 1, 2, 3, 4]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,5,10.0,10,162,162,0
False,2,"[[6, 3, 4, 5, 6, 4], [6, 4, 5, 4, 6, 7]]","[12, 18]",23,post-supersize,5,supersize,5,6,112,0,0,0.0599999994,0.0553333327799999,False,"[0, 1, 2, 3, 4, 6, 11]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,6.0,7,180,180,0
False,2,"[[5, 5, 2, 3, 4, 6], [6, 4, 6, 2, 5, 6]]","[29, 1]",24,pre-supersize,1,supersize,5,6,112,1,1,0.04966666617,0.04566666621,True,"[0, 2, 3, 4, 5, 6]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,28.0,6,149,149,5
False,2,"[[6, 5, 5, 6, 6, 3], [4, 6, 5, 5, 5, 5], [2, 1, 6, 5, 8, 5], [5, 5, 7, 6, 3, 5], [8, 4, 6, 3, 7, 3]]","[5, 4, 1, 9, 11]",25,pre-supersize,0,supersize,5,6,112,0,0,0.0603333327299999,0.0569999994299999,True,"[25, 26, 27, 28, 29]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,16.0,5,181,181,0
False,2,"[[6, 5, 5, 4, 3, 7], [4, 3, 3, 6, 6, 7]]","[15, 15]",26,pre-supersize,5,supersize,5,6,112,5,5,0.0699999992999999,0.0659999993399999,True,"[0, 1, 2, 3, 4, 6]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,0.0,6,210,210,5
False,2,"[[5, 9, 5, 7, 3], [7, 4, 5, 4, 6]]","[5, 25]",27,control,-1,supersize,5,5,112,0,0,0.066666666,0.06266666604,False,"[5, 6, 7, 8, 9, 0]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,5,20.0,6,200,200,0
False,2,"[[4, 1, 5, 6, 5, 5], [5, 7, 4, 3, 4, 3]]","[27, 3]",28,pre-supersize,4,supersize,5,6,112,0,0,0.0409999995899999,0.0369999996299999,False,"[0, 1, 2, 3, 5, 6]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,2,6,24.0,6,123,123,3
False,2,"[[8, 5, 4, 3, 4, 4], [8, 7, 4, 6, 7, 2], [5, 9, 6, 5, 6, 5], [9, 4, 10, 6, 5, 6], [3, 4, 1, 3, 7, 2]]","[5, 8, 5, 6, 6]",29,post-supersize,5,supersize,5,6,112,0,0,0.0669999993299999,0.06166666605,False,"[0, 1, 2, 3, 4, 6, 7, 8]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,4.0,8,201,201,0
False,2,"[[7, 7, 4, 7, 4, 5], [5, 4, 6, 5, 7, 5], [5, 7, 3, 5, 9, 5], [6, 5, 4, 3, 2, 6], [4, 4, 7, 3, 5, 6]]","[2, 2, 10, 9, 7]",30,pre-supersize,5,supersize,5,6,112,0,0,0.0519999994799999,0.0479999995199999,False,"[18, 19, 20, 21, 22, 0]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,16.0,6,156,156,5
False,2,"[[5, 4, 5, 5, 3, 8], [4, 8, 7, 6, 3, 2], [3, 6, 4, 9, 2, 4], [2, 3, 4, 6, 7, 6], [5, 5, 7, 3, 4, 2]]","[10, 8, 6, 4, 2]",31,pre-supersize,1,supersize,5,6,112,1,1,0.0539999994599999,0.0499999994999999,True,"[6, 8, 9, 10, 11, 0]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,6,12.0,6,162,162,3
False,2,"[[3, 7, 3, 2, 2], [6, 6, 6, 5, 3], [1, 6, 5, 4, 2], [4, 6, 4, 4, 6], [5, 7, 5, 8, 4]]","[7, 3, 4, 4, 12]",32,control,-1,supersize,5,5,112,0,0,0.03966666627,0.03566666631,False,"[20, 21, 22, 23, 24, 0]",suggestion,False,gemini/gemini-1.5-flash,12,,,,,,,,,,,,,,,,,,5,5,14.0,6,119,119,1
True,2,"[[3, 5, 4, 6, 8], [1, 5, 5, 2, 6]]","[18, 12]",1,control,-1,supersize,5,5,368,1,1,0.0499999994999999,0.04866666618,False,"[1, 6]",suggestion,False,gemini/gemini-1.5-flash,0,,,,,,,,,,,,,,,,,,2,5,6.0,2,150,150,4
True,2,"[[7, 3, 4, 5, 3], [6, 3, 3, 6, 6], [5, 6, 0, 2, 5], [7, 5, 7, 9, 5], [5, 3, 7, 8, 3]]","[2, 2, 7, 3, 16]",2,control,-1,supersize,5,5,368,0,0,0.0539999994599999,0.05066666616,False,"[0, 5, 10, 15, 20]",suggestion,False,gemini/gemini-1.5-flash,0,,,,,,,,,,,,,,,,,,5,5,22.0,5,162,162,3
False,2,"[[3, 6, 3, 1, 3, 4], [6, 3, 2, 4, 8, 8]]","[5, 25]",3,post-supersize,5,supersize,5,6,368,0,1,0.0349999996499999,0.03233333301,False,"[0, 6, 1, 7]",suggestion,False,gemini/gemini-1.5-flash,0,,,,,,,,,,,,,,,,,,2,6,20.0,4,165,105,5
False,2,"[[5, 2, 3, 5, 4, 6], [7, 2, 3, 7, 6, 4]]","[1, 29]",4,post-supersize,5,supersize,5,6,368,0,0,0.06933333264,0.066666666,False,"[0, 6, 1, 7]",suggestion,False,gemini/gemini-1.5-flash,0,,,,,,,,,,,,,,,,,,2,6,28.0,4,208,208,0
False,2,"[[5, 5, 10, 4, 4], [4, 6, 6, 5, 6], [4, 4, 5, 8, 3], [6, 4, 6, 3, 3], [5, 6, 7, 6, 7]]","[1, 11, 11, 3, 4]",5,control,-1,supersize,5,5,368,0,0,0.04366666623,0.04033333293,False,"[0, 5, 10, 15, 20]",suggestion,False,gemini/gemini-1.5-flash,0,,,,,,,,,,,,,,,,,,5,5,20.0,5,131,131,3
False,2,"[[5, 5, 7, 2, 8], [5, 3, 7, 7, 5]]","[7, 23]",6,control,-1,supersize,5,5,368,0,0,0.0499999994999999,0.04866666618,False,"[0, 5]",suggestion,False,gemini/gemini-1.5-flash,0,,,,,,,,,,,,,,,,,,2,5,16.0,2,150,150,2
False,2,"[[3, 5, 5, 6, 5, 6], [6, 7, 7, 7, 5, 5]]","[4, 26]",7,pre-supersize,3,supersize,5,6,368,3,3,0.06866666598,0.06466666602,True,"[0, 6, 1, 7, 2, 8]",suggestion,False,gemini/gemini-1.5-flash,0,,,,,,,,,,,,,,,,,,2,6,22.0,6,206,206,3
False,2,"[[2, 5, 4, 2, 6, 3], [3, 7, 2, 6, 8, 6], [6, 8, 3, 7, 6, 2], [5, 6, 5, 6, 2, 6], [2, 4, 6, 6, 6, 6]]","[2, 5, 13, 7, 3]",8,pre-supersize,2,supersize,5,6,368,2,2,0.0366666663,0.0339999996599999,True,"[2, 8, 14, 20]",suggestion,False,gemini/gemini-1.5-flash,0,,,,,,,,,,,,,,,,,,5,6,16.0,4,110,110,1
False,2,"[[4, 5, 4, 4, 4, 4], [5, 7, 6, 5, 2, 5]]","[26, 4]",9,pre-supersize,1,supersize,5,6,368,0,0,0.04133333292,0.03933333294,False,"[1, 0, 6]",suggestion,False,gemini/gemini-1.5-flash,0,,,,,,,,,,,,,,,,,,2,6,22.0,3,124,124,1
False,2,"[[5, 6, 6, 6, 3, 5], [3, 7, 5, 5, 5, 8], [4, 6, 5, 6, 6, 3], [4, 4, 1, 3, 4, 6], [8, 7, 4, 8, 7, 5]]","[1, 14, 3, 7, 5]",10,pre-supersize,1,supersize,5,6,368,1,1,0.06166666605,0.05899999941,True,"[1, 13, 19, 25]",suggestion,False,gemini/gemini-1.5-flash,0,,,,,,,,,,,,,,,,,,5,6,18.0,4,185,185,5
False,2,"[[4, 3, 4, 7, 4, 8], [7, 5, 8, 3, 6, 4]]","[15, 15]",11,post-supersize,5,supersize,5,6,368,0,0,0.0549999994499999,0.05233333281,False,"[0, 6, 1, 7]",suggestion,False,gemini/gemini-1.5-flash,0,,,,,,,,,,,,,,,,,,2,6,0.0,4,165,165,2
False,2,"[[4, 3, 5, 6, 6], [2, 3, 3, 6, 5], [6, 5, 7, 5, 7], [5, 7, 5, 5, 5], [9, 5, 5, 5, 7]]","[1, 15, 6, 5, 3]",12,control,-1,supersize,5,5,368,0,0,0.04066666626,0.03733333296,False,"[0, 5, 10, 15, 20]",suggestion,False,gemini/gemini-1.5-flash,0,,,,,,,,,,,,,,,,,,5,5,18.0,5,122,122,4
False,2,"[[6, 5, 4, 6, 7], [4, 3, 8, 5, 6], [6, 8, 6, 4, 8], [5, 4, 4, 4, 6], [5, 1, 7, 7, 6]]","[3, 2, 5, 16, 4]",13,control,-1,supersize,5,5,368,0,0,0.0519999994799999,0.04866666618,False,"[0, 5, 10, 15, 20]",suggestion,False,gemini/gemini-1.5-flash,0,,,,,,,,,,,,,,,,,,5,5,20.0,5,156,156,4
False,2,"[[5, 3, 2, 8, 8, 7], [3, 4, 7, 5, 4, 8], [4, 6, 7, 2, 2, 4], [4, 3, 4, 3, 3, 6], [8, 7, 4, 8, 2, 7]]","[3, 2, 5, 10, 10]",14,pre-supersize,0,supersize,5,6,368,0,0,0.05366666613,0.0509999994899999,True,"[0, 6, 12, 18]",suggestion,False,gemini/gemini-1.5-flash,0,,,,,,,,,,,,,,,,,,5,6,16.0,4,161,161,5
